Lead I,Lead II,Lead III,aVR,aVL,aVF,V1',V2',V3',V4',V5',V6'
1.3957580871088013,-2.446351049,-3.842125422,0.525296481,2.618941755,-3.144238236,0,0,0,0,0,0
1.4183418758308377,-2.402119108,-3.820559023,0.491888616,2.61945045,-3.111339066,0,0,0,0,0,0
1.404650413815452,-2.411399728,-3.816121237,0.503374657,2.610385825,-3.113760482,0,0,0,0,0,0
1.3812199717942364,-2.433290516,-3.814545222,0.526035272,2.597882597,-3.123917869,0,0,0,0,0,0
1.3552001878226898,-2.471708934,-3.826991749,0.558254373,2.591095968,-3.149350341,0,0,0,0,0,0
1.334866559318609,-2.546565722,-3.881509432,0.605849581,2.608187996,-3.214037577,0,0,0,0,0,0
1.3505615160806939,-2.496654208,-3.847343779,0.573046346,2.598952648,-3.171998993,0,0,0,0,0,0
1.3714112943882866,-2.406737513,-3.778285124,0.517663109,2.574848209,-3.092511318,0,0,0,0,0,0
1.3697293497249712,-2.40512427,-3.774934297,0.51769746,2.572331823,-3.090029284,0,0,0,0,0,0
1.3676013775997031,-2.423743444,-3.79144666,0.528071033,2.579524019,-3.107595052,0,0,0,0,0,0
1.387449110064587,-2.428880604,-3.816403769,0.520715747,2.601926439,-3.122642186,0,0,0,0,0,0
1.3821567340013703,-2.437464321,-3.819673327,0.527653793,2.600915031,-3.128568824,0,0,0,0,0,0
1.3854324374827292,-2.471229897,-3.856748249,0.54289873,2.621090343,-3.163989073,0,0,0,0,0,0
1.4070158338496133,-2.508908122,-3.916000761,0.550946144,2.661508298,-3.212454442,0,0,0,0,0,0
1.4025686988941881,-2.503201028,-3.905837792,0.550316164,2.654203246,-3.20451941,0,0,0,0,0,0
1.3932198886770408,-2.459379749,-3.85269184,0.53307993,2.622955864,-3.156035794,0,0,0,0,0,0
1.3243244866259103,-2.441494438,-3.765899157,0.558584976,2.545111822,-3.103696797,0,0,0,0,0,0
1.3210522678913479,-2.443046349,-3.764150164,0.56099704,2.542601216,-3.103598256,0,0,0,0,0,0
1.348314533711951,-2.443890182,-3.792261251,0.547787824,2.570287893,-3.118075717,0,0,0,0,0,0
1.3282786962202242,-2.43430084,-3.76263206,0.553011072,2.545455378,-3.09846645,0,0,0,0,0,0
1.3137091230016211,-2.467626272,-3.78139669,0.576958574,2.547552906,-3.124511481,0,0,0,0,0,0
1.3047219948304263,-2.529081486,-3.833850418,0.612179745,2.569286207,-3.181465952,0,0,0,0,0,0
1.3217128867237933,-2.517714045,-3.8395026,0.598000579,2.580607743,-3.178608322,0,0,0,0,0,0
1.352352164403443,-2.480638776,-3.833069792,0.564143306,2.592710978,-3.156854284,0,0,0,0,0,0
1.3784755578911545,-2.451505819,-3.830039465,0.536515131,2.604257511,-3.140772642,0,0,0,0,0,0
1.4345775992948042,-2.395202664,-3.829854694,0.480312532,2.632216147,-3.112528679,0,0,0,0,0,0
1.4348637978156915,-2.385917129,-3.820889292,0.475526665,2.627876545,-3.10340321,0,0,0,0,0,0
1.3519803097910936,-2.427757483,-3.779869292,0.537888587,2.565924801,-3.103813387,0,0,0,0,0,0
1.327200187558896,-2.465844015,-3.793145482,0.569321914,2.560172835,-3.129494749,0,0,0,0,0,0
1.29745098,-2.492777226,-3.790301828,0.597663123,2.543876404,-3.141539527,0,0,0,0,0,0
1.2644783259362133,-2.529855676,-3.794421246,0.632688675,2.529449786,-3.162138461,0,0,0,0,0,0
1.2796694647890507,-2.490726625,-3.770481204,0.60552858,2.525075334,-3.130603914,0,0,0,0,0,0
1.313269549576073,-2.431149661,-3.744517699,0.558940055,2.528893624,-3.08783368,0,0,0,0,0,0
1.331598182,-2.455550184,-3.787235863,0.561976001,2.559417022,-3.121393024,0,0,0,0,0,0
1.3491448071694294,-2.470618739,-3.819862917,0.560736966,2.584503862,-3.145240828,0,0,0,0,0,0
1.3512584886021088,-2.449870848,-3.8012263,0.54930618,2.576242394,-3.125548574,0,0,0,0,0,0
1.2992374312139632,-2.465823162,-3.765134532,0.583292865,2.532185982,-3.115478847,0,0,0,0,0,0
1.2833009526103047,-2.494140276,-3.777531032,0.605419662,2.530415992,-3.135835654,0,0,0,0,0,0
1.3046583934744815,-2.53695169,-3.841688745,0.616146648,2.573173569,-3.189320217,0,0,0,0,0,0
1.291207176222535,-2.524928848,-3.816221358,0.616860836,2.553714267,-3.170575103,0,0,0,0,0,0
1.3015006903846054,-2.457668458,-3.759274619,0.578083884,2.530387655,-3.108471539,0,0,0,0,0,0
1.3467107953048723,-2.473032068,-3.819801317,0.563160636,2.583256056,-3.146416692,0,0,0,0,0,0
1.3507298374061543,-2.547945457,-3.898762228,0.59860781,2.624746033,-3.223353843,0,0,0,0,0,0
1.2851892981921273,-2.553645369,-3.83888902,0.634228035,2.562039159,-3.196267195,0,0,0,0,0,0
1.2407615544362736,-2.528025869,-3.768834864,0.643632157,2.504798209,-3.148430366,0,0,0,0,0,0
1.2451779080141432,-2.50646583,-3.751730449,0.630643961,2.498454178,-3.129098139,0,0,0,0,0,0
1.2343793949436865,-2.530808442,-3.765247731,0.648214524,2.499813563,-3.148028087,0,0,0,0,0,0
1.2231162244663898,-2.558635136,-3.781846299,0.667759456,2.502481262,-3.170240717,0,0,0,0,0,0
1.217214223851002,-2.520143134,-3.737448173,0.651464455,2.477331198,-3.128795653,0,0,0,0,0,0
1.2134704567354837,-2.46854969,-3.682032773,0.627539617,2.447751615,-3.075291232,0,0,0,0,0,0
1.2308771761663133,-2.486380155,-3.717302144,0.627751489,2.47408966,-3.10184115,0,0,0,0,0,0
1.2144551109497668,-2.507676244,-3.722201866,0.646610566,2.468328488,-3.114939055,0,0,0,0,0,0
1.1786426290015353,-2.511591095,-3.690309856,0.666474233,2.434476243,-3.100950476,0,0,0,0,0,0
1.2194433823915478,-2.51718858,-3.736760305,0.648872599,2.478101844,-3.126974443,0,0,0,0,0,0
1.2392173287617896,-2.557587266,-3.796906388,0.659184969,2.518061858,-3.177246827,0,0,0,0,0,0
1.1984085625317062,-2.599459255,-3.797953892,0.700525346,2.498181227,-3.198706574,0,0,0,0,0,0
1.1928911990087694,-2.577000661,-3.769978901,0.692054731,2.48143505,-3.173489781,0,0,0,0,0,0
1.1818900300318935,-2.538620683,-3.720586907,0.678365326,2.451238468,-3.129603795,0,0,0,0,0,0
1.1824651039686342,-2.547890197,-3.730469365,0.682712547,2.456467234,-3.139179781,0,0,0,0,0,0
1.2126419079464417,-2.550144443,-3.762897271,0.668751268,2.487769589,-3.156520857,0,0,0,0,0,0
1.2324103688950618,-2.48974078,-3.722224334,0.628665205,2.477317351,-3.105982557,0,0,0,0,0,0
1.2227128170873305,-2.475715909,-3.69849501,0.626501546,2.460603914,-3.08710546,0,0,0,0,0,0
1.2286666313657884,-2.522446384,-3.75121696,0.646889876,2.489941796,-3.136831672,0,0,0,0,0,0
1.2217607888380693,-2.566462798,-3.788347321,0.672351005,2.505054055,-3.177405059,0,0,0,0,0,0
1.2301938136445236,-2.514663924,-3.744917964,0.642235055,2.487555889,-3.129790944,0,0,0,0,0,0
1.2716248293676666,-2.454340673,-3.726025709,0.591357922,2.498825269,-3.090183191,0,0,0,0,0,0
1.2961049868926477,-2.469162485,-3.765337891,0.586528749,2.530721439,-3.117250188,0,0,0,0,0,0
1.2679222786284463,-2.472193524,-3.740157884,0.602135623,2.504040081,-3.106175704,0,0,0,0,0,0
1.2352015544485961,-2.473633126,-3.708887096,0.619215786,2.472044325,-3.091260111,0,0,0,0,0,0
1.2520092992043201,-2.506627783,-3.758716318,0.627309242,2.505362808,-3.13267205,0,0,0,0,0,0
1.2455219310465075,-2.533836885,-3.779433584,0.644157477,2.512477757,-3.156635234,0,0,0,0,0,0
1.235184295,-2.550677296,-3.785933001,0.657746501,2.510558648,-3.168305149,0,0,0,0,0,0
1.2562114002483062,-2.536623616,-3.792906921,0.640206108,2.52455916,-3.164765268,0,0,0,0,0,0
1.2872525778556407,-2.4954352,-3.782742398,0.604091311,2.534997488,-3.139088799,0,0,0,0,0,0
1.328124595073122,-2.483046066,-3.811224141,0.577460735,2.569674368,-3.147135104,0,0,0,0,0,0
1.3389433239064659,-2.466483625,-3.805514936,0.563770151,2.57222913,-3.135999281,0,0,0,0,0,0
1.343743445905421,-2.445412618,-3.789230981,0.550834586,2.566487213,-3.1173218,0,0,0,0,0,0
1.348842184530598,-2.4653093,-3.814236347,0.558233557,2.581539266,-3.139772823,0,0,0,0,0,0
1.335058721019525,-2.487403127,-3.822573413,0.576172203,2.578816067,-3.15498827,0,0,0,0,0,0
1.3320952343756687,-2.488994354,-3.821184552,0.57844956,2.576639893,-3.155089453,0,0,0,0,0,0
1.346207559326772,-2.510758841,-3.857064632,0.582275641,2.601636096,-3.183911737,0,0,0,0,0,0
1.3618851417252753,-2.48967133,-3.851652314,0.563893094,2.606768728,-3.170661822,0,0,0,0,0,0
1.3817067426089074,-2.464545797,-3.846326253,0.541419527,2.614016498,-3.155436025,0,0,0,0,0,0
1.3162494177749964,-2.482603968,-3.798928376,0.583177275,2.557588897,-3.140766172,0,0,0,0,0,0
1.3065082576750482,-2.451295352,-3.757892958,0.572393547,2.532200608,-3.104594155,0,0,0,0,0,0
1.3583008264505556,-2.449401259,-3.80778717,0.545550216,2.583043998,-3.128594215,0,0,0,0,0,0
1.3434000289492065,-2.477446688,-3.820900385,0.567023329,2.582150207,-3.149173536,0,0,0,0,0,0
1.335851174923245,-2.503860709,-3.839766063,0.584004767,2.587808619,-3.171813386,0,0,0,0,0,0
1.3236056315408367,-2.538733546,-3.862403217,0.607563957,2.593004424,-3.200568381,0,0,0,0,0,0
1.3248705768590445,-2.512532825,-3.837459303,0.593831124,2.58116494,-3.174996064,0,0,0,0,0,0
1.348648735460122,-2.441280086,-3.790001228,0.546315676,2.569324982,-3.115640657,0,0,0,0,0,0
1.3363193421645037,-2.400823333,-3.737202734,0.532251995,2.536761038,-3.069013034,0,0,0,0,0,0
1.3654711330081317,-2.425254024,-3.790768032,0.529891445,2.578119582,-3.108011028,0,0,0,0,0,0
1.422976454108885,-2.464579457,-3.887603355,0.520801502,2.655289904,-3.176091406,0,0,0,0,0,0
1.4277504504955496,-2.447977998,-3.875803551,0.510113774,2.651777001,-3.161890774,0,0,0,0,0,0
1.4169293514912655,-2.449213779,-3.866236996,0.516142214,2.641583174,-3.157725387,0,0,0,0,0,0
1.4318230142710449,-2.498663486,-3.930571472,0.533420236,2.681197243,-3.214617479,0,0,0,0,0,0
1.4036653275781137,-2.50409508,-3.907847766,0.550214876,2.655756547,-3.205971423,0,0,0,0,0,0
1.358904580695555,-2.463604309,-3.822576778,0.552349864,2.590740679,-3.143090544,0,0,0,0,0,0
1.3582634650519567,-2.425297359,-3.783623031,0.533516947,2.570943248,-3.104460195,0,0,0,0,0,0
1.3722365890370194,-2.441124368,-3.813460978,0.534443889,2.592848783,-3.127292673,0,0,0,0,0,0
1.4031366649207924,-2.45060203,-3.853809291,0.523732683,2.628472978,-3.152205661,0,0,0,0,0,0
1.4371655936302183,-2.436833315,-3.874022023,0.499833861,2.655593808,-3.155427669,0,0,0,0,0,0
1.3887060565618468,-2.484119149,-3.872882548,0.547706546,2.630794302,-3.178500849,0,0,0,0,0,0
1.3241096388375106,-2.524144676,-3.848323989,0.600017519,2.586216814,-3.186234332,0,0,0,0,0,0
1.3132711708492528,-2.510164497,-3.823494093,0.598446663,2.568382632,-3.166829295,0,0,0,0,0,0
1.3115957841115065,-2.481833505,-3.793508587,0.585118861,2.552552186,-3.137671046,0,0,0,0,0,0
1.3301299477767363,-2.459293154,-3.78947216,0.564581603,2.559801054,-3.124382657,0,0,0,0,0,0
1.3631302764141806,-2.475118902,-3.83828611,0.555994313,2.600708193,-3.156702506,0,0,0,0,0,0
1.3612302366852977,-2.520149399,-3.881460787,0.579459581,2.621345512,-3.200805093,0,0,0,0,0,0
1.3433385951785801,-2.500349363,-3.843742791,0.578505384,2.593540693,-3.172046077,0,0,0,0,0,0
1.3568008228047934,-2.473240379,-3.830095747,0.558219778,2.593448285,-3.151668063,0,0,0,0,0,0
1.3471909016798802,-2.509133406,-3.856418038,0.580971252,2.60180447,-3.182775722,0,0,0,0,0,0
1.3336832780149526,-2.512071705,-3.845852026,0.589194214,2.589767652,-3.178961866,0,0,0,0,0,0
1.3420033537126836,-2.420204632,-3.762269202,0.539100639,2.552136278,-3.091236917,0,0,0,0,0,0
1.3631809297116773,-2.277677143,-3.640898837,0.457248107,2.502039883,-2.95928799,0,0,0,0,0,0
1.3830243154839459,-2.19125333,-3.574330972,0.404114507,2.478677644,-2.882792151,0,0,0,0,0,0
1.3491163574993896,-2.139572453,-3.488768817,0.395228048,2.418942587,-2.814170635,0,0,0,0,0,0
1.233995664454833,-2.119344935,-3.353421178,0.442674635,2.293708421,-2.736383056,0,0,0,0,0,0
1.0949500531134646,-2.153403987,-3.248449967,0.529226967,2.17170001,-2.700926977,0,0,0,0,0,0
0.9352501330828882,-2.180057451,-3.115397008,0.622403659,2.025323571,-2.64772723,0,0,0,0,0,0
0.7562312608172364,-2.238322051,-2.994630331,0.741045395,1.875430796,-2.616476191,0,0,0,0,0,0
0.5589484116741437,-2.331969413,-2.891008693,0.886510501,1.724978552,-2.611489053,0,0,0,0,0,0
0.31362878694865176,-2.390775527,-2.704464083,1.03857337,1.509046435,-2.547619805,0,0,0,0,0,0
0.2856331985727535,-2.299063556,-2.584743041,1.006715179,1.43518812,-2.441903298,0,0,0,0,0,0
0.42640454951465545,-2.128586697,-2.555080768,0.851091074,1.490742659,-2.341833732,0,0,0,0,0,0
0.5222889065019387,-2.055740359,-2.578131565,0.766725726,1.550210236,-2.316935962,0,0,0,0,0,0
0.6271646369465571,-2.022630085,-2.649891406,0.697732724,1.638528021,-2.336260745,0,0,0,0,0,0
0.7591610050808911,-1.979562317,-2.738825079,0.610200656,1.748993042,-2.359193698,0,0,0,0,0,0
0.9285300222793113,-1.942884911,-2.871511486,0.507177444,1.900020754,-2.407198198,0,0,0,0,0,0
1.1176762385491785,-1.979784283,-3.097546214,0.431054022,2.107611226,-2.538665249,0,0,0,0,0,0
1.2639318721292492,-2.017526502,-3.281584036,0.376797315,2.272757954,-2.649555269,0,0,0,0,0,0
1.3809502241272062,-2.052205081,-3.433262462,0.335627428,2.407106343,-2.742733772,0,0,0,0,0,0
1.4954177390741772,-2.172377211,-3.667863152,0.338479736,2.581640445,-2.920120181,0,0,0,0,0,0
1.5340812085769837,-2.323252518,-3.857410875,0.394585655,2.695746042,-3.090331697,0,0,0,0,0,0
1.5446529717482156,-2.421698523,-3.966442244,0.438522776,2.755547608,-3.194070383,0,0,0,0,0,0
1.6026574995413854,-2.481754934,-4.08448934,0.439548717,2.84357342,-3.283122137,0,0,0,0,0,0
1.7129718769044122,-2.494596087,-4.207655893,0.390812105,2.960313885,-3.35112599,0,0,0,0,0,0
1.7169965738349557,-2.515296268,-4.232354799,0.399149847,2.974675686,-3.373825534,0,0,0,0,0,0
1.662554536933131,-2.54602321,-4.208623018,0.441734337,2.935588777,-3.377323114,0,0,0,0,0,0
1.6629472886471452,-2.548599747,-4.21164153,0.442826229,2.937294409,-3.380120638,0,0,0,0,0,0
1.6637324793074253,-2.564422388,-4.228253584,0.450344954,2.945993032,-3.396337986,0,0,0,0,0,0
1.6650278810220203,-2.577890311,-4.242965094,0.456431215,2.953996488,-3.410427702,0,0,0,0,0,0
1.6530602234469212,-2.574131702,-4.227261196,0.460535739,2.94016071,-3.400696449,0,0,0,0,0,0
1.6376663362090729,-2.55667275,-4.194432015,0.459503207,2.916049175,-3.375552382,0,0,0,0,0,0
1.5910988788111604,-2.553116292,-4.144276062,0.481008707,2.86768747,-3.348696177,0,0,0,0,0,0
1.5567779365545427,-2.564238138,-4.121079389,0.503730101,2.838928663,-3.342658764,0,0,0,0,0,0
1.5462973790276597,-2.510360856,-4.056730573,0.482031738,2.801513976,-3.283545714,0,0,0,0,0,0
1.5289100249824759,-2.443661182,-3.972644809,0.457375578,2.750777417,-3.208152995,0,0,0,0,0,0
1.518805755018758,-2.413356956,-3.932257965,0.4472756,2.72553186,-3.17280746,0,0,0,0,0,0
1.4383290540465443,-2.412228517,-3.85066813,0.486949732,2.644498592,-3.131448324,0,0,0,0,0,0
1.3843380195927282,-2.406775455,-3.791202614,0.511218718,2.587770317,-3.098989034,0,0,0,0,0,0
1.401899396375103,-2.393175366,-3.795137054,0.495637985,2.598518225,-3.09415621,0,0,0,0,0,0
1.3899044823079405,-2.420811607,-3.810783184,0.515453563,2.600343833,-3.115797396,0,0,0,0,0,0
