Lead I,Lead II,Lead III,aVR,aVL,aVF,V1',V2',V3',V4',V5',V6'
0.2137579401923529,-3.742373687,-3.956442118,1.764307873,2.085100029,-3.849407902,0,0,0,0,0,0
0.16339405182673467,-3.839502434,-4.002951242,1.838054191,2.083172647,-3.921226838,0,0,0,0,0,0
0.16598355447040095,-3.87798377,-4.044057867,1.856000108,2.105020711,-3.961020819,0,0,0,0,0,0
0.17764701610830222,-3.851807919,-4.029528641,1.837080452,2.103587829,-3.94066828,0,0,0,0,0,0
0.15349040185098672,-3.825540194,-3.97910192,1.836024896,2.066296161,-3.902321057,0,0,0,0,0,0
0.13703026173299807,-3.831681473,-3.968805298,1.847325605,2.05291778,-3.900243386,0,0,0,0,0,0
0.17966128515678773,-3.783619101,-3.963352972,1.801978908,2.071507129,-3.873486037,0,0,0,0,0,0
0.20089498430645683,-3.764600554,-3.965548661,1.781852785,2.083221823,-3.865074608,0,0,0,0,0,0
0.18659902757916608,-3.784269878,-3.970923212,1.798835425,2.07876112,-3.877596545,0,0,0,0,0,0
0.17912575013365897,-3.788359985,-3.967537593,1.804617117,2.073331671,-3.877948789,0,0,0,0,0,0
0.16483473740758234,-3.834813358,-3.999735188,1.834989311,2.082284963,-3.917274273,0,0,0,0,0,0
0.1639199551521693,-3.840505878,-4.00452023,1.838292961,2.084220093,-3.922513054,0,0,0,0,0,0
0.18250071219030617,-3.81236566,-3.994971819,1.814932474,2.088736266,-3.90366874,0,0,0,0,0,0
0.21706247876758106,-3.789817875,-4.00698263,1.786377698,2.112022554,-3.898400252,0,0,0,0,0,0
0.23896864017674324,-3.771406604,-4.010447336,1.766218982,2.124707988,-3.89092697,0,0,0,0,0,0
0.19807354177640704,-3.77059381,-3.968726549,1.786260134,2.083400046,-3.86966018,0,0,0,0,0,0
0.18879291931539513,-3.750593089,-3.939449744,1.780900085,2.064121332,-3.845021416,0,0,0,0,0,0
0.19345969596100918,-3.723992291,-3.917520794,1.765266297,2.055490245,-3.820756542,0,0,0,0,0,0
0.16139883296260132,-3.795289467,-3.956735487,1.816945317,2.05906716,-3.876012477,0,0,0,0,0,0
0.1694989260871589,-3.870947316,-4.040501143,1.850724195,2.105000035,-3.95572423,0,0,0,0,0,0
0.19169419094573897,-3.832900905,-4.024686934,1.820603357,2.108190562,-3.928793919,0,0,0,0,0,0
0.17102330276394023,-3.787691035,-3.95880848,1.808333866,2.064915891,-3.873249758,0,0,0,0,0,0
0.16082714083468252,-3.771541493,-3.932422843,1.805357176,2.046624992,-3.851982168,0,0,0,0,0,0
0.16512289323497628,-3.753171634,-3.918323651,1.794024371,2.041723272,-3.835747643,0,0,0,0,0,0
0.16844377302506355,-3.743742623,-3.91225194,1.787649425,2.040347856,-3.827997281,0,0,0,0,0,0
0.18128305622199878,-3.761532172,-3.942942682,1.790124558,2.062112869,-3.852237427,0,0,0,0,0,0
0.17994365762231726,-3.776651345,-3.956697527,1.798353844,2.068320592,-3.866674436,0,0,0,0,0,0
0.13993706811869278,-3.816162124,-3.956137703,1.838112528,2.048037386,-3.886149913,0,0,0,0,0,0
0.12154880756920543,-3.791250853,-3.912829738,1.834851023,2.017189273,-3.852040296,0,0,0,0,0,0
0.13744395433698883,-3.766977171,-3.904458394,1.814766608,2.020951174,-3.835717783,0,0,0,0,0,0
0.15678132855881774,-3.777145103,-3.933993576,1.810181887,2.045387452,-3.85556934,0,0,0,0,0,0
0.17256882339446294,-3.748138235,-3.920810608,1.787784706,2.046689716,-3.834474421,0,0,0,0,0,0
0.19101844280752253,-3.734658623,-3.925758414,1.77182009,2.058388428,-3.830208519,0,0,0,0,0,0
0.18038132770085685,-3.734536977,-3.914983853,1.777077825,2.04768259,-3.824760415,0,0,0,0,0,0
0.15932960048063005,-3.734386783,-3.893760857,1.787528591,2.026545229,-3.81407382,0,0,0,0,0,0
0.16353052215386904,-3.774779493,-3.938351524,1.805624486,2.050941023,-3.856565509,0,0,0,0,0,0
0.11129946468850334,-3.800277533,-3.911663448,1.844489034,2.011481456,-3.855970491,0,0,0,0,0,0
0.10289041768481809,-3.76741407,-3.870399335,1.832261826,1.986644876,-3.818906702,0,0,0,0,0,0
0.1388631590556575,-3.750238324,-3.889158432,1.805687583,2.014010795,-3.819698378,0,0,0,0,0,0
0.12233808266192084,-3.727909619,-3.850323153,1.802785768,1.986330618,-3.789116386,0,0,0,0,0,0
0.11971170236400297,-3.705436627,-3.825251408,1.792862462,1.972481555,-3.765344018,0,0,0,0,0,0
0.12440375126833683,-3.705085935,-3.829569727,1.790341092,1.976986739,-3.767327831,0,0,0,0,0,0
0.11787070397923712,-3.722932913,-3.840878431,1.802531104,1.979374568,-3.781905672,0,0,0,0,0,0
0.14692775564243554,-3.770225381,-3.91722214,1.811648813,2.032074948,-3.843723761,0,0,0,0,0,0
0.13504546839776213,-3.793312628,-3.928419479,1.82913358,2.031732474,-3.860866053,0,0,0,0,0,0
0.11232089987867303,-3.75450036,-3.866877008,1.82108973,1.989598954,-3.810688684,0,0,0,0,0,0
0.10118805739125089,-3.71197819,-3.813206819,1.805395066,1.957197438,-3.762592504,0,0,0,0,0,0
0.10468571142126099,-3.703388269,-3.808151868,1.799351279,1.95641879,-3.755770068,0,0,0,0,0,0
0.13765728487522008,-3.686801987,-3.824545664,1.774572351,1.981101474,-3.755673825,0,0,0,0,0,0
0.1431309971069434,-3.651741154,-3.794927864,1.754305079,1.969029431,-3.723334509,0,0,0,0,0,0
0.13979587915925437,-3.675926406,-3.81579405,1.768065263,1.977794964,-3.745860228,0,0,0,0,0,0
0.11558952700379181,-3.732279461,-3.847956949,1.808344967,1.981773238,-3.790118205,0,0,0,0,0,0
0.074641841,-3.769215868,-3.843937995,1.847287014,1.959289918,-3.806576932,0,0,0,0,0,0
0.064744481,-3.738152059,-3.803004412,1.836703789,1.933874447,-3.770578236,0,0,0,0,0,0
0.091433773,-3.68699817,-3.778522155,1.797782199,1.934977964,-3.732760163,0,0,0,0,0,0
0.11093054957717541,-3.665207099,-3.776220042,1.777138275,1.943575296,-3.72071357,0,0,0,0,0,0
0.12442946481348359,-3.650821684,-3.775354089,1.763196109,1.949891777,-3.713087886,0,0,0,0,0,0
0.13634016985644498,-3.658804088,-3.795224701,1.761231959,1.965782436,-3.727014395,0,0,0,0,0,0
0.14882445451271242,-3.662724114,-3.811595441,1.75694983,1.980209948,-3.737159778,0,0,0,0,0,0
0.16519523576428288,-3.660496588,-3.825748783,1.747650676,1.995472009,-3.743122685,0,0,0,0,0,0
0.12193900103877932,-3.680849505,-3.802875764,1.779455252,1.962407383,-3.741862634,0,0,0,0,0,0
0.037160339848618947,-3.685538487,-3.722781734,1.824189074,1.879971037,-3.70416011,0,0,0,0,0,0
0.05712527,-3.64374324,-3.700936721,1.793308985,1.879030995,-3.672339981,0,0,0,0,0,0
0.11647403461711676,-3.60352187,-3.720077953,1.743523918,1.918275994,-3.661799911,0,0,0,0,0,0
0.098811266,-3.570343216,-3.66922673,1.735765975,1.884018998,-3.619784973,0,0,0,0,0,0
0.076238278,-3.561429182,-3.637724093,1.742595452,1.856981185,-3.599576637,0,0,0,0,0,0
0.11483095425361955,-3.583589082,-3.698475188,1.734379064,1.906653071,-3.641032135,0,0,0,0,0,0
0.11191751330859329,-3.608908932,-3.720856984,1.748495709,1.916387249,-3.664882958,0,0,0,0,0,0
0.057659340495302115,-3.625612627,-3.68330853,1.783976643,1.870483935,-3.654460578,0,0,0,0,0,0
0.061149705789279266,-3.62538809,-3.686605332,1.782119192,1.873877519,-3.655996711,0,0,0,0,0,0
0.07856554,-3.577774768,-3.656415864,1.749604614,1.867490702,-3.617095316,0,0,0,0,0,0
0.094389965,-3.548822293,-3.64329967,1.727216164,1.868844817,-3.596060982,0,0,0,0,0,0
0.126444411,-3.538559025,-3.665055163,1.706057307,1.895749787,-3.601807094,0,0,0,0,0,0
0.1139387270173153,-3.522869786,-3.636888885,1.704465529,1.875413806,-3.579879335,0,0,0,0,0,0
0.084562749,-3.494234949,-3.578906984,1.7048361,1.831734866,-3.536570966,0,0,0,0,0,0
0.067067899,-3.486570958,-3.553703171,1.709751529,1.810385535,-3.520137064,0,0,0,0,0,0
0.04259733,-3.529041593,-3.571709621,1.743222132,1.807153476,-3.550375607,0,0,0,0,0,0
0.039054120917474795,-3.570012349,-3.609117871,1.765479114,1.824085996,-3.58956511,0,0,0,0,0,0
0.071439103,-3.557961069,-3.629418664,1.743260983,1.850428883,-3.593689866,0,0,0,0,0,0
