Lead I,Lead II,Lead III
1.304408011291314,-2.463539756,-3.767991784
1.334449934122272,-2.423254972,-3.757778914
1.3456580490593726,-2.415427307,-3.761197795
1.3434109965128866,-2.431191013,-3.77468752
1.3767341292899693,-2.412038166,-3.788860551
1.379485327840012,-2.404199195,-3.783775778
1.3404328030434602,-2.427865041,-3.76836687
1.338742675538968,-2.485918168,-3.824742523
1.3276683021932507,-2.513712748,-3.841438199
1.3218825922545205,-2.456652824,-3.778571982
1.3362325634415495,-2.398076493,-3.734399402
1.355828959491109,-2.387257054,-3.743184459
1.3773368778552224,-2.383384756,-3.760793147
1.3736783670288757,-2.395901145,-3.76968193
1.351896630870771,-2.422650843,-3.774632817
1.3055674467519478,-2.460174053,-3.76579305
1.2880377757724064,-2.468987107,-3.757122534
1.306554618044233,-2.450634298,-3.757296088
1.3192456027912045,-2.436243094,-3.755589188
1.3617554928511073,-2.406432411,-3.768312174
1.3500730104317473,-2.407524039,-3.757704819
1.314168007065862,-2.420698759,-3.734959916
1.3444392908875966,-2.41721641,-3.761737519
1.3325513353155876,-2.422119922,-3.75474685
1.3228272754556227,-2.457763593,-3.780667231
1.356235265732594,-2.477481379,-3.833821984
1.389602394533353,-2.431864063,-3.821554559
1.3768935671787172,-2.410280637,-3.787249203
1.2930669094743366,-2.438536767,-3.731713218
1.266038568786581,-2.438948444,-3.70507607
1.3136793933867452,-2.422371411,-3.736119553
1.3205011201864347,-2.440929092,-3.761512148
1.3317442664766574,-2.476463042,-3.808287416
1.3422606708113067,-2.498738087,-3.841104548
1.3342514922504496,-2.460699275,-3.795038925
1.3256244170211962,-2.420433165,-3.746127341
1.3137595203114207,-2.409705766,-3.723531036
1.2963461362453272,-2.397503101,-3.693915097
1.3136473209225659,-2.361134816,-3.6748684
1.3451964041089624,-2.407853111,-3.753134069
1.3240043553868253,-2.495100919,-3.819157656
1.3067744295539707,-2.516808324,-3.823653704
1.312854633342853,-2.524438831,-3.837381405
1.330736751127926,-2.480816236,-3.811633753
1.3255882680710471,-2.444164316,-3.769845252
1.304433561378715,-2.477371643,-3.781919618
1.3189362535770424,-2.419549061,-3.738551299
1.3755287611843976,-2.390291431,-3.765891308
1.4094763355686861,-2.424118069,-3.833685322
1.348012528307441,-2.460904975,-3.808993243
1.3066987371340153,-2.490503388,-3.797310491
1.3139366143460305,-2.464392927,-3.778411018
1.3298507251625185,-2.440402642,-3.770321107
1.3291459648452748,-2.442073869,-3.771308077
1.327186683130692,-2.43841032,-3.765679782
1.3399106669859433,-2.425299513,-3.765249396
1.330393675706323,-2.449015036,-3.779457383
1.333139273704058,-2.509990325,-3.84321061
1.3110253428027734,-2.544050884,-3.855165579
1.300340596,-2.458949588,-3.759364036
1.335173006326572,-2.417675356,-3.752921629
1.3335315335498972,-2.446400017,-3.780019911
1.307881136568866,-2.436041499,-3.743996543
1.328603731354231,-2.417834983,-3.746506847
1.341834021301855,-2.456967909,-3.798872604
1.3199214135400643,-2.496920274,-3.816913308
1.2798478105953524,-2.516233974,-3.796141399
1.2891988440467195,-2.495771055,-3.785019627
1.3332409996219285,-2.453650547,-3.786983001
1.3280435247182911,-2.429785621,-3.757939004
1.3238454281251477,-2.442784271,-3.766751085
1.3244962724103073,-2.466174094,-3.790771195
1.345279418515215,-2.469392734,-3.814713624
1.3623334744521562,-2.488790113,-3.851189492
1.3427393432939074,-2.53560127,-3.878409462
1.2813270211231835,-2.538515698,-3.819902892
1.3171948611760451,-2.494895391,-3.812182523
1.3820018112076529,-2.442735409,-3.824823731
1.360796568,-2.392545619,-3.753391193
1.3488427892301835,-2.370556461,-3.719457767
1.340153578485519,-2.447646312,-3.787911285
1.323247875888265,-2.499881986,-3.823199198
1.2981297368014058,-2.513677693,-3.811845462
1.2936454227495262,-2.544015768,-3.837754626
1.3116705776175945,-2.516363423,-3.828124375
1.337462756647249,-2.485382998,-3.822932712
1.356978838189037,-2.464882149,-3.821951176
1.3217250653540833,-2.448818413,-3.770593221
1.3213187933202624,-2.443428053,-3.764827799
1.3463341301741512,-2.452334164,-3.798763331
1.3184056882206947,-2.49158681,-3.810064205
1.2859375339955974,-2.540083221,-3.826068749
1.2868959351105869,-2.533549816,-3.820494151
1.290809631548693,-2.495690832,-3.786597399
1.2811998358821952,-2.497570326,-3.778851036
1.2793319502467493,-2.507413431,-3.786803742
1.279633687944533,-2.528440472,-3.808141062
1.2830980186253924,-2.534154618,-3.817316385
1.2665845625878438,-2.530108692,-3.796766589
1.262763400805744,-2.552911373,-3.81576092
1.2750682276522172,-2.578997993,-3.854139656
1.2884832397339463,-2.562804343,-3.851362143
1.242244761583423,-2.550762439,-3.793084396
1.2171976607271153,-2.555828885,-3.773125369
1.2472733097551774,-2.508410056,-3.755788544
1.2846295512430652,-2.469537648,-3.754259626
1.2679041431738107,-2.495421314,-3.763419887
1.2287429802973924,-2.550313179,-3.779156129
1.1582104142481713,-2.611297265,-3.769558184
1.1033455783439314,-2.577814496,-3.681229449
1.1452470025598336,-2.515772196,-3.661109151
1.1546884043229158,-2.516463687,-3.671242225
1.1260084054769928,-2.530521072,-3.656631444
1.1135403014022487,-2.53307946,-3.64670254
1.1250295906906025,-2.520055975,-3.64515838
1.1612624474483817,-2.551353138,-3.712678803
1.1911318277254528,-2.595795563,-3.787015235
1.204737576423853,-2.566903986,-3.771735017
1.2561384915096576,-2.530473536,-3.786688605
1.3149855889520943,-2.477442063,-3.792494392
1.2879609291813665,-2.452221113,-3.740221889
1.2295916421033766,-2.478663018,-3.708317615
1.1901518149455441,-2.503040922,-3.693277313
1.208561152029159,-2.517017388,-3.725678584
1.2102570438858384,-2.558733069,-3.769062398
1.1744403019442742,-2.572212446,-3.746715329
1.198569633782723,-2.523488653,-3.722116814
1.249796767105811,-2.494068187,-3.743914905
1.2786100803691964,-2.498948061,-3.777652177
1.2931240119554674,-2.496562035,-3.789795267
1.3034110425737049,-2.447698577,-3.751204576
1.3125762339018192,-2.444427812,-3.757060864
1.2965377998475405,-2.527210156,-3.823796527
1.2803440793615266,-2.572070617,-3.852464196
1.2915348045133075,-2.531318564,-3.822893134
1.3230003111625936,-2.470657297,-3.793709574
1.3506073082301266,-2.457055062,-3.807762636
1.3548805771880765,-2.477666107,-3.832645494
1.300947077199578,-2.494750119,-3.795786124
1.294548509061979,-2.479232207,-3.773873521
1.356228478504516,-2.45836611,-3.81466707
1.3467266737249204,-2.503370196,-3.850183351
1.2923435988183376,-2.521665198,-3.814104898
1.3012978818486185,-2.480970437,-3.782326877
1.3466518461724157,-2.48601618,-3.832742717
1.3607508750596657,-2.461833461,-3.82269954
1.3605478079776976,-2.415788132,-3.776398171
1.3334885741120734,-2.427592093,-3.761135274
1.324870260562087,-2.492414718,-3.817403896
1.323047051283257,-2.560043781,-3.883156198
1.3224808504866536,-2.550462569,-3.87299552
1.346713102436848,-2.488047754,-3.834824588
1.3464686509842088,-2.440859249,-3.787407901
1.312052393,-2.435535988,-3.747701971
1.3272030939966486,-2.459796432,-3.7871088
1.3541487592391381,-2.478447787,-3.832689514
1.3462105295780018,-2.470965786,-3.817252782
1.3329815992804963,-2.510760319,-3.843814361
1.3167152036549912,-2.575801272,-3.892583022
1.3336565888808705,-2.54027626,-3.873980482
1.3450176368294877,-2.45941053,-3.804457419
1.3598001134788227,-2.421021886,-3.78087522
1.390313031581416,-2.449557934,-3.839927344
1.385545085385616,-2.508759222,-3.894371832
1.3798716937982318,-2.519608643,-3.899568387
1.3781583130328663,-2.564322643,-3.942534593
1.4048473695322727,-2.575974565,-3.980895217
1.407257110664745,-2.510140213,-3.917507366
1.3715232906390407,-2.486415735,-3.858015602
1.3409396261648028,-2.452949996,-3.793958264
1.298276711802448,-2.413298612,-3.711643391
1.3103721906485173,-2.34525443,-3.655686249
1.3333719420243746,-2.245720854,-3.579138171
1.3109927690107182,-2.211663695,-3.522727783
1.2522522862545757,-2.262670277,-3.514996523
1.1140672915852607,-2.287400617,-3.401543978
0.9320027301826465,-2.266525989,-3.198612665
0.771719252,-2.303613131,-3.075373478
0.6044687400458753,-2.37357072,-2.97807934
0.38260588774977466,-2.480899912,-2.863606117
0.2550256446854948,-2.512553798,-2.767711598
0.3069177655538822,-2.373686593,-2.680677426
0.3693507357201695,-2.274004422,-2.643421258
0.476238601,-2.249565747,-2.725894267
0.6430200103151261,-2.160427424,-2.803491167
0.8265775235291327,-2.072988528,-2.89965176
1.0427774943207049,-2.007046671,-3.049932239
1.2188554069061588,-2.029940946,-3.248869977
1.3484554602675445,-2.065785193,-3.414338482
1.4571438119551068,-2.124703052,-3.581930943
1.4837825814721697,-2.280442215,-3.76430253
1.5265185375465091,-2.410019377,-3.936593541
1.6036281849991187,-2.474542677,-4.078240837
1.673696157106468,-2.450665324,-4.124482969
1.7297911992364252,-2.417301898,-4.147175941
1.730231685504436,-2.472425446,-4.202748319
1.7037705424209977,-2.521136881,-4.225033592
1.660353398649373,-2.547893833,-4.208347691
1.6239820720267086,-2.592786736,-4.216830818
1.6142414818814705,-2.636326205,-4.250637384
1.610117288516588,-2.648412467,-4.258628686
1.6351196274432998,-2.567195255,-4.202415842
1.6616645179917553,-2.499248217,-4.16097098
1.6435239409136393,-2.497972646,-4.141512892
1.5305436716238996,-2.455356037,-3.985958724
1.4525499575614882,-2.437104925,-3.889738138
1.4851938939149045,-2.435686053,-3.92093851
1.4275613142593846,-2.436683828,-3.864309364
1.2939328058092696,-2.458029205,-3.75203668
1.260111912754768,-2.453267511,-3.713478597
1.2940961719242172,-2.428389473,-3.722566754
1.312935325523033,-2.443893872,-3.756900459
1.3092444859953243,-2.463905192,-3.77324326
1.3287814185903997,-2.477771495,-3.806622108
1.3487917225253718,-2.484914551,-3.833803453
1.3375766091607468,-2.462967946,-3.800631815
1.3006577632102159,-2.483466951,-3.784185315
1.305805248661886,-2.445556885,-3.751452226
1.3353015282736935,-2.407369077,-3.742734655
1.3473147111714991,-2.418665515,-3.766028062
1.3586590145290807,-2.413038634,-3.771821351
1.3529478009858098,-2.409732199,-3.762771734
1.3434663364299277,-2.401727574,-3.745271869
1.3436048434950916,-2.431786634,-3.775457194
1.3210648104235971,-2.470123643,-3.791252791
1.297760207862562,-2.500484231,-3.798347681
1.3032191406444555,-2.462707229,-3.765984784
1.2879832277508934,-2.401565851,-3.689563462
1.2898961667353834,-2.402843659,-3.692820378
1.3102279473434941,-2.410843835,-3.721166766
1.294618831694952,-2.403121311,-3.697812684
1.3193965125245921,-2.410485252,-3.729927137
1.315134731934015,-2.457754565,-3.772956186
1.2661094612191723,-2.503055786,-3.769256364
1.2876247033062265,-2.459420174,-3.747109867
1.3105747896614444,-2.412675519,-3.723325007
1.3319759268074263,-2.414456053,-3.746489474
1.346322066423183,-2.377597219,-3.723993517
1.3195948839651517,-2.367181816,-3.686902492
1.314009081670069,-2.427621578,-3.741733817
1.2597530842472204,-2.462158016,-3.721955848
1.2103043537807001,-2.507562992,-3.717909797
1.2155909602939394,-2.505798685,-3.721454535
1.2553527172838974,-2.444430242,-3.699867473
1.2503209063494192,-2.41025955,-3.660641211
1.2282545418886448,-2.392222574,-3.620538843
1.2495655967082653,-2.387001808,-3.636632111
1.2630069089564049,-2.399980849,-3.663021001
1.243593214063882,-2.448364031,-3.692031415
1.2466825312426004,-2.503241071,-3.750002057
1.2568311949891187,-2.499155999,-3.756075388
1.2780953444036385,-2.431368323,-3.709566406
1.2834776953259155,-2.360360691,-3.643893377
1.3000901957555229,-2.372065883,-3.67225678
1.3126579516892434,-2.386523594,-3.69931959
1.2833200123265764,-2.370617455,-3.654014122
1.2377824388895402,-2.376612164,-3.614420066
1.2230823950994811,-2.40815337,-3.631274337
1.2462897635006864,-2.479299251,-3.725669612
1.218561637432158,-2.443700019,-3.662337483
1.1844593009283637,-2.364293031,-3.548829898
1.2317141676503305,-2.352839511,-3.584687287
1.2604122163623657,-2.371134864,-3.631640051
1.2454194446185054,-2.387472266,-3.632970462
1.2114094871672467,-2.389572806,-3.60106324
1.1733778950469993,-2.395579672,-3.569028397
1.2043707980623177,-2.41833458,-3.622812309
1.224147984096096,-2.403962294,-3.628217013
1.2140172979745198,-2.359314451,-3.57341908
1.2213979330952462,-2.359433621,-3.580881042
1.2249171501694154,-2.372722768,-3.597705265
1.2251320407887838,-2.341626066,-3.566859932
1.2039813030778195,-2.344099287,-3.548175595
1.1728978506205023,-2.375422339,-3.548370384
1.1613787120609158,-2.399448067,-3.560878046
1.1640242607581752,-2.414089748,-3.578199595
1.1781482519490563,-2.365482587,-3.543719949
1.204476444443586,-2.307194466,-3.511709225
1.231112096,-2.293943206,-3.525097546
1.221204446671563,-2.28754757,-3.508827616
1.1931211686925784,-2.294135938,-3.487346899
1.190951191271604,-2.306666763,-3.49769808
