I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.3200972695257239,0.12873864370461222,0.28228498800622104,0.23454452904534345,-0.3148587773581101,0.2538216286654802,0.04196752496027145,-0.0625562401075286,0.01840848977874327,0.011062315143189165,-0.038443203452156106,-0.044056903151260804
-0.267841485324038,0.13231972371996484,0.24861807009374384,0.17523650305321575,-0.27290639151282314,0.2308649467716875,0.029731808907110583,-0.06882865914073301,0.007992346276949855,0.020580057652435313,-0.04012892333929851,-0.11161834911822376
-0.28444675232810757,0.07418335097493114,0.23054557507815687,0.24054169422495203,-0.2687494339838593,0.19929258082627388,0.017983504277465198,-0.07645828244393732,0.003557845511738081,0.018769726321683937,-0.05916944132482082,-0.21138865340377652
-0.3471882206005398,-0.002637220684686733,0.23436210615730213,0.3639278236450693,-0.296899696199759,0.17425951418993865,0.004656388685565851,-0.07363695325188672,0.004752986782134229,0.0031658715721622115,-0.07780394708304861,-0.2758754625804945
-0.40192319232052043,-0.08373060942586054,0.23058655834981032,0.48661429199973805,-0.31618008204743564,0.14336619998850877,-0.0005444777212284808,-0.07100591278128086,0.007017417212117056,0.004108777344042356,-0.05405456966843602,-0.27218963333655116
-0.46463541151066245,-0.12951734513496027,0.2500480205181948,0.5773026526499848,-0.35692974873826394,0.1396412938299055,0.0128574241013347,-0.07797317314038431,-0.0031918488741040176,-0.0036742178491277677,-0.050263230718138485,-0.29377409005683625
-0.5117244783650361,-0.13347176138401537,0.28001899390853086,0.6348392103596235,-0.39317285431261023,0.15990959422442352,0.02105637418768232,-0.08457726080468246,-0.02168615118944827,-0.01308781097725922,-0.06559958375648842,-0.32135730995378337
-0.514651216021444,-0.10427253563210896,0.2967446001534148,0.6400973815207803,-0.39632986127103237,0.18374485979678246,0.016001897449227788,-0.08423488435709947,-0.03705740634252266,-0.014667663016366819,-0.08459258516615398,-0.32719419039176456
-0.44048849674833346,-0.06530337075412004,0.2660685554243331,0.5570118657783114,-0.3356339457071247,0.17424873209858865,0.004784422377202312,-0.07357847569105418,-0.031002205950656194,0.0031743928165226193,-0.07787563244058326,-0.2758276517104304
-0.3444538648914523,-0.023215332712910475,0.22211874206673732,0.3655255320197318,-0.279570541331269,0.1432945379198441,0.031310529635088596,-0.05687379809952776,-0.0061417448671022236,0.0061214572498334684,-0.0736264659479515,-0.2607632014119924
-0.30171340942721553,-0.0035395008951471397,0.2030354939706405,0.27142875486821955,-0.25908648388502453,0.13121318255818382,0.04119616881788245,-0.040262613323328554,0.00015384115775292421,0.0024255355276713068,-0.08090267763559385,-0.28739182534054175
-0.2953385696805245,0.0004216294127050534,0.20070729504982807,0.25321592387164604,-0.25651376629455,0.12877051763008107,0.03404196129298547,-0.033420951241980267,-0.007005364148144831,0.001794335942111359,-0.07868528962990656,-0.2785102166044287
-0.3035982966593246,-0.0026964503964317754,0.2047406229201897,0.2708346462010792,-0.2589325490667833,0.12957154858238804,0.021310897937952836,-0.040314688673374996,-0.016836579447027388,0.004751521189604901,-0.0620611156655307,-0.21773329786391413
-0.29991807338887266,-0.002342135274910266,0.2024210947483794,0.2663389866811553,-0.25769803318499207,0.12984347693785786,0.02569461712854066,-0.0593655576981011,-0.013164116013179437,0.0031591148482520742,-0.04155642319519257,-0.1469488950565486
-0.27383753608161093,-0.0043838098348038665,0.18368541946072373,0.2742611424477918,-0.2366282500446517,0.1327367092094697,0.0269640263492707,-0.06913444171376842,-0.009645286947910867,0.002432537329965291,-0.0584540494867177,-0.21548900117164974
-0.24064479745439937,0.0005967078953402851,0.1636660802089095,0.23727167203155675,-0.20858413257544134,0.1187835039660701,0.026143331921754217,-0.07648015594575945,-0.018950721433237793,6.262856406326174e-05,-0.08868248502236702,-0.29248131016080636
-0.21666260387460717,-0.0015381599011575968,0.14630784580564912,0.19655259804795422,-0.1881873550078692,0.0980885340723416,0.024313110545851706,-0.08421747819388592,-0.026991513461126698,-0.013796309408749222,-0.10621735698505994,-0.33268326798940795
-0.21656636302389565,-0.008443701631140145,0.14275683877516437,0.19294120990490063,-0.18808919795604814,0.09154059164901725,0.019033633530580584,-0.09026153731494582,-0.025781218582367038,-0.03447590428542531,-0.09351005570260146,-0.32193142787913
-0.25325614193605245,-0.002113470460814422,0.17085945179984524,0.2663682803994375,-0.21890432327345383,0.13002204108804405,0.004709378190783598,-0.08789408198788058,-0.013129210060058098,-0.04346221138392866,-0.04122657926581438,-0.27534581321620355
-0.28922851123782006,0.04389596742952012,0.21850372950132907,0.2798616018771671,-0.2500857911714959,0.1701178033757108,0.011724284499993638,-0.07170072896703353,-0.0025489287490921336,-0.014644183693291379,0.012185070953919757,-0.16148826270554215
-0.2952241995128502,0.04324270069616023,0.22224422643668001,0.25959441399119926,-0.2522147487775868,0.15710624447012025,0.036947483547509395,-0.05470003963794636,0.009561172439181495,0.0027971510009242493,0.021200648827757736,-0.062214767478434956
-0.30089870480565706,0.016824705727865864,0.21276155436962663,0.26270947400136896,-0.2579889205680502,0.14110255851656606,0.059364440920421147,-0.047191123529028434,0.018250349095446153,0.0059439219987183975,0.00630148977025743,-0.02348435698375364
-0.3191391904599073,-0.008918010207742199,0.21215032811462717,0.30508236678150136,-0.27694151610807666,0.14668875779438523,0.0692917683391074,-0.050884310831292794,0.018369461730027056,0.0010799372257352562,-0.010374648412802244,-0.04490626575597485
-0.34685839926557155,-0.002492206356295022,0.23421140072891034,0.3635128686033098,-0.29658896764780435,0.17412993123387044,0.06771890851453582,-0.05927940910647679,0.00468314421343164,0.0031691120727003917,-0.005055004386439982,-0.08202357675100343
-0.3225063134961138,-0.033605556421626444,0.2019747309052199,0.3723454028980283,-0.24997012774392433,0.12613704680963503,0.06844760738666597,-0.050900853971133905,-0.00731282373822217,0.004494202177311478,-0.0021155131965552225,-0.08213403100376304
-0.2959871957226328,-0.08019395180486415,0.1604556967989912,0.35463591063850614,-0.21819984780339463,0.0740589310748568,0.06616853746177319,-0.047082803751194384,-0.016402980117388978,-0.0007423374041310157,-0.006318708597129941,-0.08325980303563424
-0.29732517155976196,-0.1191981544588431,0.14167604752678226,0.36453822092152327,-0.21407237541589122,0.04510320302635274,0.06804770216127036,-0.054816015582417305,-0.026494333210886747,-0.014809918125796243,-0.007309294364688987,-0.08347411514222193
-0.33442310569288186,-0.14982359603794018,0.15140181349626566,0.43089826981480817,-0.2338025771939157,0.041237406932802055,0.07636412694661339,-0.07201520618154635,-0.03454240088085932,-0.032915974775995414,-0.011671173685750312,-0.09578788941525732
-0.3941422242869234,-0.19200645926409252,0.17065048960621426,0.5582120429618875,-0.2579548747646996,0.040746003576674246,0.08867016009878517,-0.08798322558619581,-0.03102624750739106,-0.04345324394213191,-0.04176476028175557,-0.14715341425331663
-0.4326467489582401,-0.23708871058773665,0.1740338504750122,0.6346047726070262,-0.2879179480432483,0.04162330157603868,0.07801599340467968,-0.09015517755911845,-0.016788019563680426,-0.016593625538497043,-0.09368487382416879,-0.24033317572938045
-0.42052959304083687,-0.2435998721659911,0.16252134640873908,0.6342294802944891,-0.2788760919155594,0.03803657664803591,0.06346126051454981,-0.08395171612847506,-0.02154278765146559,0.004787057856770995,-0.10911564832626859,-0.2541255133412456
-0.3701204464807919,-0.20768909856677747,0.14642693603674747,0.5791800138274097,-0.23999265242432347,0.041589637051459766,0.049912093184981327,-0.07721288109624529,-0.0389073628785683,0.006174802791564317,-0.1165130891960741,-0.2334679016717864
-0.3036493679279018,-0.14000291836121007,0.13546779095605727,0.4851884672902927,-0.19467352904899524,0.057601531746113,0.038247684762370115,-0.0766830805140929,-0.05500003985148464,-0.008949978232641704,-0.13007384408491368,-0.2248440269141375
-0.252920217072722,-0.06524277819175729,0.1387659384467325,0.3627476115027825,-0.1797250543618104,0.08528214611688009,0.025681996445433574,-0.08803934585872239,-0.04893995805417488,-0.020210222162748193,-0.15067931574574228,-0.27612304515987907
-0.2245876021360865,-0.02507957572682561,0.13980495581160512,0.2385116667132517,-0.18067725331903453,0.08462800224101344,0.02447528211110832,-0.09976593355795217,-0.033728655423724774,-0.01874475709246926,-0.14435069358423624,-0.31645337360990744
-0.19529654851697062,0.018621925514665044,0.141979323831809,0.15073332909892456,-0.17867768403752102,0.10072502036122735,0.025733788221057118,-0.09574555829819018,-0.037249027762283844,-0.022375801789719665,-0.16729413311543165,-0.3489254224814936
-0.16904189784548945,0.09615285018231996,0.16329090042034286,0.08690040489781159,-0.17980645814379728,0.1523541504456097,0.026184637440603054,-0.08143498591309864,-0.044011731755464856,-0.02026647841875872,-0.17509310256219426,-0.3383419131822896
-0.15342460378809275,0.20539567973320325,0.20783084678106292,0.03320840845748683,-0.1908106360143759,0.23218043838939417,0.02542344055217414,-0.06836803601564627,-0.043746507512336746,-0.009952889607467352,-0.1381277387023348,-0.26940835754763176
-0.15948514029985364,0.31328808129313196,0.2664054315632637,-0.02499703820017737,-0.21905138434603535,0.308086290647673,0.02568653370228559,-0.07377333733018876,-0.03114832320739795,0.003153202964991185,-0.04128614044709151,-0.1463521087491347
-0.20823961671638164,0.2984189892260606,0.29199765129606853,0.00604771013577902,-0.267266421926708,0.32059082875988865,0.025286179850252766,-0.09438850713476499,-0.03838367770852576,0.0016651440015540645,-0.009448909425487215,-0.09861028318552545
-0.2852516146490792,0.19426849128904347,0.2917067378649303,0.14161036749321448,-0.3050695570474651,0.2793352551169617,0.026578376508578198,-0.09750431357103759,-0.054373587615798726,0.006555291089233346,-0.004798046044444384,-0.07822984807470656
-0.36213152552020306,0.053510617093429975,0.2728480279142236,0.2991349898039647,-0.32777584442004526,0.20522095649997615,0.025213168663687446,-0.09285077057575651,-0.06441705552448253,0.002459064708124453,-0.008227239663240526,-0.08328361661771623
-0.40877017749901706,-0.07155791054008423,0.24137906769025377,0.4186100060329288,-0.32808195423306064,0.1278622158706692,0.01834741241534064,-0.09081107670302221,-0.0658197975810346,-0.01577434247309934,-0.01668142342268357,-0.10884334212598908
-0.39367681758842554,-0.1283888153225543,0.20244649440211615,0.4606682351486396,-0.2965897199824441,0.08543556067676046,0.004660333264532165,-0.10231432283392941,-0.06702942506276767,-0.04352060168813831,-0.04137543385969768,-0.14660348068523466
-0.35425758327515594,-0.09300200355555129,0.1935482525952773,0.4663357300775106,-0.2599015094003534,0.10853263742619004,0.002258223771557134,-0.10515134102797191,-0.07893000607710242,-0.031299884560678476,-0.024997929690429813,-0.14017827165546065
-0.3632906413343815,-0.05431251980923319,0.21920956901358796,0.439619728075693,-0.28146224205713544,0.13961168262553778,0.005990070481678902,-0.09872969714543231,-0.08166433580536499,-0.020852377117167233,-0.0013893529671393174,-0.16854059551276557
-0.37922087172405755,-0.01386607367656948,0.2504399586862647,0.3865171829257076,-0.3138059460051583,0.16559404552816354,0.0055944033832774544,-0.09000397054249096,-0.07181811076538373,-0.017082360681510984,-0.0011952175117466931,-0.19297938510730273
-0.367364695708931,0.025759230942965776,0.2623926940276064,0.3212805831570425,-0.3168251075458381,0.1783347515226891,0.0016632606438814512,-0.07893673182091605,-0.0521013427487937,-0.014209600239344875,-0.024159107337055598,-0.1892020320745427
-0.29974792472781164,0.06100822517610156,0.2342826452178808,0.26587928923177084,-0.2576859234161008,0.17447171874482903,0.0048508674003950565,-0.059174307676270375,-0.031015131239783923,0.0031809721522764755,-0.04133529671946409,-0.14690533058025465
-0.2578432743335012,0.09016640253821957,0.22055314715763114,0.20361405952793335,-0.24221466676696674,0.18860019390870023,0.03051069440633249,-0.037477266585013685,-0.01799434824023066,0.005914070400564813,-0.019890556143418798,-0.1850676691066047
-0.2730806226164585,0.1498538505489831,0.2610253425953746,0.1810168996473031,-0.2791277874108832,0.24801321205287152,0.05053547115629043,-0.03762643656009934,-0.016567107264842725,0.006212105297888805,-0.003997679382320235,-0.19662791607937868
-0.326287718281919,0.1696773255185171,0.30715187177949765,0.24096097672330777,-0.32091022120852375,0.2866760178476596,0.06437057604971895,-0.05130161718037793,-0.0261161052789532,0.01863982243038786,-0.003358061362134214,-0.1697403434097928
-0.4021692229437738,0.10450806910073356,0.32576987201271634,0.38155556825101095,-0.3498107650586067,0.2661408387280676,0.07070951824570099,-0.06770308773736966,-0.040625616261880916,0.035008747116973556,-0.01855150804962098,-0.13196270085414935
-0.4882908768405787,-0.06637060607769786,0.2979811017174399,0.5586637854212854,-0.37512776782060003,0.17396624485441425,0.06745757018645934,-0.07374177204202062,-0.04901368209214969,0.026208488341423218,-0.0416522255777222,-0.14693360756655582
-0.5525649306674686,-0.19137749881838967,0.2785152961355293,0.6799611334085871,-0.4070430299335516,0.1168240821255141,0.031477816226212256,-0.08700329900800041,-0.04699656107605979,-0.020565650680553337,-0.06549306032766768,-0.18722804429740592
-0.5808917187722955,-0.28886160476136924,0.24853875154665306,0.7911940020541675,-0.39549064303395337,0.05898857724972486,-0.005128161093246104,-0.11379638434205205,-0.05708270261243993,-0.04058270736931804,-0.077271052407031,-0.2249609322733921
-0.5828576619734237,-0.40306279460378003,0.19222859741012802,0.9039351177207836,-0.35473662523679955,-0.01826057434884999,-0.030266485697420086,-0.13566819627169907,-0.07535995109980112,-0.04764288467674829,-0.08045979243019084,-0.26030085320186974
-0.5656195919432331,-0.5325372356679278,0.11517214695663207,1.0018907061639002,-0.3019983912465535,-0.10851782514252095,-0.03986676001582072,-0.13934022807454138,-0.09056565128600921,-0.05809617906329897,-0.08660625642092995,-0.2834494526583022
-0.5345545784591285,-0.6331753499479325,0.043284666226812846,1.0429139008495325,-0.25770183452205075,-0.18178096814942352,-0.03725290659780395,-0.11640472948858338,-0.0847636897103293,-0.09032513940390707,-0.11453514708213143,-0.2758413293428194
-0.5045130726060433,-0.555507451823325,0.062094637239377075,0.9495258581361934,-0.2457582954660655,-0.15492891738298445,-0.024268736179473643,-0.08763845603412612,-0.06971849418118015,-0.08542821942824165,-0.1452840910635986,-0.26944783353443913
-0.4675077248190201,-0.341013529187481,0.1452420843690462,0.7504495275668058,-0.27632772302310593,-0.02488424152851844,-0.013201770505197299,-0.07155448572981718,-0.07062990153196698,-0.052874987603754864,-0.13354936391933858,-0.2823680586667859
-0.37709719453621027,-0.0953640811673737,0.20786092974115886,0.4674013018989177,-0.28580783380688307,0.11524718538698596,0.0004717013800156432,-0.061426766892977144,-0.06604321743874596,-0.028235986904425116,-0.09636002425320248,-0.27480937525462207
-0.23028699627265875,0.11342252536252714,0.2135850645547133,0.15036063561812513,-0.2416434307342309,0.20608565411590518,0.01556791584675819,-0.053156287849439536,-0.04638057906934015,-0.021644249958490454,-0.05635503581013961,-0.2286938196246343
-0.06495402982664036,0.2512111503010667,0.17089748841000402,-0.1234022153129983,-0.14057527186626148,0.2193184171964665,0.025584317690158977,-0.044990982143302334,-0.013152681451564955,-0.019985268472148664,-0.04162578132420386,-0.14651128002985522
-0.022437046782093753,0.37545624942610717,0.20474884777590488,-0.2574070185429789,-0.12676300544794164,0.27011234440646936,0.012236233650864976,-0.04413469895256132,-0.009705622883573494,0.00978438721144998,-0.06002128281029444,-0.12944591073449055
-0.025772048619657227,0.42977618728710965,0.23443166154616832,-0.3076033852129549,-0.1509326240488441,0.30983680960931764,0.0061898688537726215,-0.04725155606804847,-0.01663323499090593,0.022162828823383537,-0.08843056623666067,-0.1780449561121755
-0.05931826820297119,0.39836800971540826,0.2413511999049954,-0.24335415424171714,-0.17625803526087036,0.3142057415114044,0.002914847985705981,-0.05597312736767105,-0.027445141520774964,0.011640126609591735,-0.10639154807605783,-0.24575585036413783
-0.12795338367494913,0.30010784870228324,0.2383467550971737,-0.07036503272363394,-0.20174590602110856,0.2881583957559575,-0.002738133300232744,-0.06722900186357242,-0.03489108209207722,-0.011023156175032372,-0.10330015153525299,-0.29077915259627174
